ID,isomeric_smiles,canonical_smiles,Database,NumCarbons,NumOxygens,NumNitrogens,FractionOfCarbons,FractionOfOxygens,FractionOfNitrogens,CSP3,FractionOfChiralCarbons,MW,NumHeavyAtoms,Ring,AliphaticRing,AromaticRing,Heterocycle,AliphaticHeterocycle,AromaticHeterocycle,SpiroAtom,BridgeheadAtom
BIOFACQUIM54,C=CC(C)(C)[C@]1(C[C@H](NC(=O)[C@@H](O)Cc2ccccc2)C(=O)O)C(=O)Nc2ccccc21,C=CC(C)(C)[C@]1(CC(NC(=O)C(O)Cc2ccccc2)C(=O)O)C(=O)Nc2ccccc21,BIOFACQUIM,25,5,2,0.78125,0.15625,0.0625,0.32,0.12,436.19982199599997,32,3,1,2,1,1,2,0,0
BIOFACQUIM55,C=CC(C)(C)c1[nH]c2ccccc2c1C[C@H](NC(=O)C(O)Cc1ccccc1)C(=O)O,C=CC(C)(C)c1[nH]c2ccccc2c1CC(NC(=O)C(O)Cc1ccccc1)C(=O)O,BIOFACQUIM,25,4,2,0.8064516129032258,0.12903225806451613,0.06451612903225806,0.28,0.08,420.20490737599994,31,3,0,3,1,0,3,0,0
BIOFACQUIM56,C=CC(C)(C)[C@]12Nc3c(O)cccc3[C@@]1(O)C[C@H]1C(=O)O[C@@H](Cc3ccccc3)C(=O)N12,C=CC(C)(C)[C@]12Nc3c(O)cccc3[C@@]1(O)CC1C(=O)OC(Cc3ccccc3)C(=O)N12,BIOFACQUIM,25,5,2,0.78125,0.15625,0.0625,0.36,0.16,434.18417193199997,32,5,3,2,3,3,2,0,0
BIOFACQUIM57,C=CC(C)(C)[C@]12Nc3c(O)cccc3[C@@]1(OC(C)=O)C[C@H]1C(=O)O[C@@H](Cc3ccccc3)C(=O)N12,C=CC(C)(C)[C@]12Nc3c(O)cccc3[C@@]1(OC(C)=O)CC1C(=O)OC(Cc3ccccc3)C(=O)N12,BIOFACQUIM,27,6,2,0.7714285714285715,0.17142857142857143,0.05714285714285714,0.37037037037037035,0.14814814814814814,476.19473661599994,35,5,3,2,3,3,2,0,0
BIOFACQUIM58,C=CC(C)(C)[C@]1(C[C@H](NC(=O)[C@@H](O)Cc2ccccc2)C(=O)OC)C(=O)Nc2c(O)cccc21,C=CC(C)(C)[C@]1(CC(NC(=O)C(O)Cc2ccccc2)C(=O)OC)C(=O)Nc2c(O)cccc21,BIOFACQUIM,26,6,2,0.7647058823529411,0.17647058823529413,0.058823529411764705,0.34615384615384615,0.11538461538461539,466.21038667999994,34,3,1,2,1,1,2,0,0
BIOFACQUIM59,COc1ccc(/C=C\C(=O)O[C@@H](C)[C@@H]2CC[C@H]([C@H](O)[C@H]3CC=CC(=O)O3)O2)cc1,COc1ccc(/C=C\C(=O)O[C@@H](C)[C@@H]2CC[C@H]([C@H](O)[C@H]3C=CCC(=O)O3)O2)cc1,BIOFACQUIM,22,7,0,0.7586206896551724,0.2413793103448276,0.0,0.45454545454545453,0.22727272727272727,402.1678531719999,29,3,2,1,2,2,1,0,0
BIOFACQUIM60,C[C@H](OC(=O)/C=C\c1ccc(O)cc1)[C@@H]1CC[C@H]([C@H](O)[C@H]2CC=CC(=O)O2)O1,C[C@H](OC(=O)C=Cc1ccc(O)cc1)[C@@H]1CC[C@H]([C@H](O)[C@H]2C=CCC(=O)O2)O1,BIOFACQUIM,21,7,0,0.75,0.25,0.0,0.42857142857142855,0.23809523809523808,388.1522031079999,28,3,2,1,2,2,1,0,0
BIOFACQUIM61,COc1ccc(/C=C/C(=O)O[C@@H](C)[C@@H]2CC[C@H]([C@H](O)[C@H]3CC=CC(=O)O3)O2)cc1,COc1ccc(/C=C/C(=O)O[C@@H](C)[C@@H]2CC[C@H]([C@H](O)[C@H]3C=CCC(=O)O3)O2)cc1,BIOFACQUIM,22,7,0,0.7586206896551724,0.2413793103448276,0.0,0.45454545454545453,0.22727272727272727,402.1678531719999,29,3,2,1,2,2,1,0,0
BIOFACQUIM62,C[C@H](OC(=O)/C=C/c1ccc(O)c(O)c1)[C@@H]1CC[C@H]([C@H](O)[C@H]2CC=CC(=O)O2)O1,C[C@H](OC(=O)C=Cc1ccc(O)c(O)c1)[C@@H]1CC[C@H]([C@H](O)[C@H]2C=CCC(=O)O2)O1,BIOFACQUIM,21,8,0,0.7241379310344828,0.27586206896551724,0.0,0.42857142857142855,0.23809523809523808,404.1471177279999,29,3,2,1,2,2,1,0,0
BIOFACQUIM63,CCC[C@H](CCCCCCCCCC(=O)O)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@H](C)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O[C@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]2O)[C@H]1O,CCC[C@H](CCCCCCCCCC(=O)O)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@H](C)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O[C@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]2O)[C@H]1O,BIOFACQUIM,50,29,0,0.6329113924050633,0.3670886075949367,0.0,0.98,0.62,1152.541126796,79,6,6,0,6,6,0,0,0
BIOFACQUIM64,CCCCC[C@H](CCCCCCCCCC(=O)O)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@H](C)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O[C@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]2O)[C@H]1O,CCCCC[C@H](CCCCCCCCCC(=O)O)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@H](C)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O[C@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]2O)[C@H]1O,BIOFACQUIM,52,29,0,0.6419753086419753,0.35802469135802467,0.0,0.9807692307692307,0.5961538461538461,1180.5724269240002,81,6,6,0,6,6,0,0,0
BIOFACQUIM65,CCC[C@H](CCCCCCC[C@H](CC(=O)O)[C@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@H](C)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O[C@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]2O)[C@H]1O,CCC[C@H](CCCCCCC[C@H](CC(=O)O)[C@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@H](C)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O[C@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]2O)[C@H]1O,BIOFACQUIM,56,33,0,0.6292134831460674,0.3707865168539326,0.0,0.9821428571428571,0.6607142857142857,1298.5990355959998,89,7,7,0,7,7,0,0,0
BIOFACQUIM66,CCCCCCCCCCCC(=O)O[C@H]1[C@@H](O)[C@@H](C)O[C@@H](O[C@H]2[C@H](C)O[C@@H](O[C@H]3[C@H]4O[C@H](COC(C)=O)[C@@H](O)[C@@H]3OC(=O)C[C@@H](O[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]3O)CCCCCCC[C@H](CCC)O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O4)[C@H](OC(=O)[C@@H](C)CC)[C@@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C)[C@@H](O)[C@H](OC(=O)[C@@H](C)CC)[C@H]2O)[C@@H]1O,CCCCCCCCCCCC(=O)O[C@H]1[C@@H](O)[C@@H](C)O[C@@H](O[C@@H]2[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](C)[C@@H](O)[C@H](OC(=O)C(C)CC)[C@H]3O)[C@@H](OC(=O)C(C)CC)[C@H](O[C@H]3[C@@H]4O[C@H]5[C@H](O[C@@H](CCC)CCCCCCC[C@H](O[C@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]6O)CC(=O)O[C@H]3[C@H](O)[C@@H](COC(C)=O)O4)O[C@H](C)[C@@H](O)[C@@H]5O)O[C@H]2C)[C@@H]1O,BIOFACQUIM,80,37,0,0.6837606837606838,0.3162393162393162,0.0,0.9375,0.4875,1688.8760452919987,117,8,8,0,8,8,0,0,2
BIOFACQUIM67,CCCCCCCCCCCC(=O)O[C@H]1[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3[C@@H](O)[C@@H](O)[C@@H](C)O[C@H]3O[C@@H](CCCCC)CCCCCCCCCC(=O)O[C@H]3[C@H](O[C@@H]4[C@@H](O[C@@H]5O[C@@H](C)[C@@H](OC(=O)C(C)C)[C@@H](O)[C@H]5O)[C@H](C)O[C@@H](O[C@H]5[C@H](C)O[C@H]6O[C@@H]7[C@@H](O)[C@@H](O)[C@@H](C)O[C@H]7O[C@@H](CCCCC)CCCCCCCCCC(=O)O[C@@H]6[C@@H]5O)[C@@H]4OC(=O)CCCCCCCCCCC)O[C@@H](C)[C@H](O)[C@H]3O)[C@H](O)[C@@H]2O)O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)C(C)C)[C@@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,CCCCCCCCCCCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@H](O[C@H]3[C@H](O[C@@H](CCCCC)CCCCCCCCCC(=O)O[C@H]4[C@H](O[C@@H]5[C@@H](O[C@@H]6O[C@@H](C)[C@@H](OC(=O)C(C)C)[C@@H](O)[C@H]6O)[C@H](C)O[C@@H](O[C@@H]6[C@@H](O)[C@H]7OC(=O)CCCCCCCCC[C@H](CCCCC)O[C@@H]8O[C@H](C)[C@H](O)[C@H](O)[C@H]8O[C@@H]7O[C@H]6C)[C@@H]5OC(=O)CCCCCCCCCCC)O[C@@H](C)[C@H](O)[C@H]4O)O[C@H](C)[C@H](O)[C@@H]3O)O[C@H]2C)O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)C(C)C)[C@@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,BIOFACQUIM,124,48,0,0.7209302325581395,0.27906976744186046,0.0,0.9516129032258065,0.41935483870967744,2473.446108672,172,11,11,0,11,11,0,0,0
BIOFACQUIM68,CCCCCCCCCCCC(=O)O[C@H]1[C@H](O[C@H]2[C@H](C)O[C@H]3O[C@@H]4[C@@H](O)[C@@H](O)[C@@H](C)O[C@H]4O[C@@H](CCCCC)CCCCCCCCCC(=O)O[C@@H]3[C@@H]2O)O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@@H](OC(=O)C(C)CC)[C@@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1OC(=O)CCCCCCCCC[C@H](CCCCC)O[C@@H]1O[C@H](C)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3O[C@@H](C)[C@H](OC(=O)C(C)CC)[C@@H](OC(=O)/C=C/c4ccccc4)[C@H]3O)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H]2O)[C@@H](O)[C@H]1O,CCCCCCCCCCCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](O)[C@H]3OC(=O)CCCCCCCCC[C@H](CCCCC)O[C@@H]4O[C@H](C)[C@H](O)[C@H](O)[C@H]4O[C@@H]3O[C@H]2C)O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@@H](OC(=O)C(C)CC)[C@@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1OC(=O)CCCCCCCCC[C@H](CCCCC)O[C@@H]1O[C@H](C)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3O[C@@H](C)[C@H](OC(=O)C(C)CC)[C@@H](OC(=O)/C=C/c4ccccc4)[C@H]3O)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H]2O)[C@@H](O)[C@H]1O,BIOFACQUIM,123,48,0,0.7192982456140351,0.2807017543859649,0.0,0.8861788617886179,0.43902439024390244,2449.3522082879995,171,12,11,1,11,11,1,0,0
BIOFACQUIM69,CCCCCCCCCC(=O)O[C@H]1[C@H](O[C@H]2[C@H](C)O[C@H]3O[C@@H]4[C@@H](O)[C@@H](O)[C@@H](C)O[C@H]4O[C@@H](CCCCC)CCCCCCCCCC(=O)O[C@H]2[C@H]3O)O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@@H](OC(=O)[C@H](C)CC)[C@@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](OC(=O)CCCCCCCCC[C@H](CCCCC)O[C@@H]2O[C@H](C)[C@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](OC(=O)[C@H](C)CC)[C@@H](O)[C@H]4O)[C@@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@H]3OC(=O)CCCCCCCCC)[C@@H](O)[C@H]2O)[C@@H](O)[C@H]1O,CCCCCCCCCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@H](O[C@H]3[C@H](O[C@@H](CCCCC)CCCCCCCCCC(=O)O[C@@H]4[C@@H](O)[C@@H](O)[C@H](O[C@@H]5[C@@H](O[C@@H]6O[C@@H](C)[C@@H](OC(=O)C(C)CC)[C@@H](O)[C@H]6O)[C@H](C)O[C@@H](O[C@@H]6[C@H]7OC(=O)CCCCCCCCC[C@H](CCCCC)O[C@@H]8O[C@H](C)[C@H](O)[C@H](O)[C@H]8O[C@H](O[C@H]6C)[C@@H]7O)[C@@H]5OC(=O)CCCCCCCCC)O[C@H]4C)O[C@H](C)[C@H](O)[C@@H]3O)O[C@H]2C)O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)C(C)CC)[C@@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,BIOFACQUIM,122,48,0,0.7176470588235294,0.2823529411764706,0.0,0.9508196721311475,0.4426229508196721,2445.4148085439997,170,11,11,0,11,11,0,0,2
BIOFACQUIM70,CCCCCCCCCCCC(=O)O[C@H]1[C@H](O[C@H]2[C@H](C)O[C@H]3O[C@@H]4[C@@H](O)[C@@H](O)[C@@H](C)O[C@H]4O[C@@H](CCCCC)CCCCCCCCCC(=O)O[C@H]2[C@H]3O)O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@@H](OC(=O)[C@H](C)CC)[C@@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](OC(=O)CCCCCCCCC[C@H](CCCCC)O[C@@H]2O[C@H](C)[C@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](OC(=O)[C@H](C)CC)[C@@H](O)[C@H]4O)[C@@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@H]3OC(=O)CCCCCCCCCCC)[C@@H](O)[C@H]2O)[C@@H](O)[C@H]1O,CCCCCCCCCCCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@H](O[C@H]3[C@H](O[C@@H](CCCCC)CCCCCCCCCC(=O)O[C@@H]4[C@@H](O)[C@@H](O)[C@H](O[C@@H]5[C@@H](O[C@@H]6O[C@@H](C)[C@@H](OC(=O)C(C)CC)[C@@H](O)[C@H]6O)[C@H](C)O[C@@H](O[C@@H]6[C@H]7OC(=O)CCCCCCCCC[C@H](CCCCC)O[C@@H]8O[C@H](C)[C@H](O)[C@H](O)[C@H]8O[C@H](O[C@H]6C)[C@@H]7O)[C@@H]5OC(=O)CCCCCCCCCCC)O[C@H]4C)O[C@H](C)[C@H](O)[C@@H]3O)O[C@H]2C)O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)C(C)CC)[C@@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,BIOFACQUIM,126,48,0,0.7241379310344828,0.27586206896551724,0.0,0.9523809523809523,0.42857142857142855,2501.4774087999995,174,11,11,0,11,11,0,0,2
BIOFACQUIM71,CC(C)=CCC[C@@H](C)C1=C(O)C(=O)C(C)=CC1=O,CC(C)=CC=CC(C)c1c(O)cc(C)c(O)c1O,BIOFACQUIM,15,3,0,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,0.06666666666666667,248.1412445,18,1,0,1,0,0,1,0,0
BIOFACQUIM72,CC1=C(O)C(=O)[C@@]23C(=O)[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,CC1C(=O)C(=O)[C@@]23C(=O)C1C(C)(C)[C@@H]2CC[C@H]3C,BIOFACQUIM,15,3,0,0.8333333333333334,0.16666666666666666,0.0,0.8,0.3333333333333333,248.1412445,18,3,3,0,0,0,0,1,2
BIOFACQUIM73,CC1=C(O)C(=O)[C@]23C(=O)[C@H]1C(C)(C)[C@H]2CC[C@H]3C,CC1C(=O)C(=O)[C@]23C(=O)C1C(C)(C)[C@H]2CC[C@H]3C,BIOFACQUIM,15,3,0,0.8333333333333334,0.16666666666666666,0.0,0.8,0.3333333333333333,248.1412445,18,3,3,0,0,0,0,1,2
BIOFACQUIM74,COc1cc(=O)oc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc(C)c12,COc1cc(=O)oc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc(C)c12,BIOFACQUIM,17,9,0,0.6538461538461539,0.34615384615384615,0.0,0.47058823529411764,0.29411764705882354,368.11073222,26,3,1,2,2,1,2,0,0
BIOFACQUIM75,CN1C(=O)c2ccccc2-n2c(nc3ccccc3c2=O)[C@@H]1Cc1ccccc1,CN1C(=O)c2ccccc2-n2c(nc3ccccc3c2=O)C1Cc1ccccc1,BIOFACQUIM,24,2,3,0.8275862068965517,0.06896551724137931,0.10344827586206896,0.125,0.041666666666666664,381.147726848,29,5,1,4,2,1,4,0,0
BIOFACQUIM76,CC[C@H](C)[C@H]1NC(=O)c2c1n(C)c1ccccc1c2=O,CC[C@H](C)[C@H]1NC(=O)c2c1n(C)c1ccccc1c2=O,BIOFACQUIM,16,2,2,0.8,0.1,0.1,0.375,0.125,270.136827816,20,3,1,2,2,1,2,0,0
BIOFACQUIM77,CC[C@H](C)[C@@H]1NC(=O)c2c1n(C)c1ccccc1c2=O,CC[C@H](C)[C@@H]1NC(=O)c2c1n(C)c1ccccc1c2=O,BIOFACQUIM,16,2,2,0.8,0.1,0.1,0.375,0.125,270.136827816,20,3,1,2,2,1,2,0,0
BIOFACQUIM78,CC(C)[C@H]1NC(=O)c2c1n(C)c1ccccc1c2=O,CC(C)[C@H]1NC(=O)c2c1n(C)c1ccccc1c2=O,BIOFACQUIM,15,2,2,0.7894736842105263,0.10526315789473684,0.10526315789473684,0.3333333333333333,0.06666666666666667,256.121177752,19,3,1,2,2,1,2,0,0
BIOFACQUIM79,Cn1c2c(c(=O)c3ccccc31)C(=O)NC2=O,Cn1c2c(c(=O)c3ccccc31)C(=O)NC2=O,BIOFACQUIM,12,3,2,0.7058823529411765,0.17647058823529413,0.11764705882352941,0.08333333333333333,0.0,228.053492116,17,3,1,2,2,1,2,0,0
BIOFACQUIM80,O=C(N[C@H](COC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)Cc1ccccc1)c1ccccc1,O=C(NC(Cc1ccccc1)C(=O)OC[C@H](Cc1ccccc1)NC(=O)c1ccccc1)c1ccccc1,BIOFACQUIM,32,4,2,0.8421052631578947,0.10526315789473684,0.05263157894736842,0.15625,0.0625,506.22055744,38,4,0,4,0,0,4,0,0
BIOFACQUIM81,C[C@H](O)Cc1cc(O)c2c(c1)C(=O)c1cc(O)c(Cl)c(O)c1C2=O,CC(=O)Cc1cc(O)c2c(O)c3c(O)c(Cl)c(O)cc3c(O)c2c1,BIOFACQUIM,17,6,0,0.7083333333333334,0.25,0.0,0.11764705882352941,0.0,348.040065816,24,3,0,3,0,0,3,0,0
BIOFACQUIM82,C=C(C)[C@@H]1Cc2c(ccc3c2O[C@H]2COc4cc(OC)c(OC)cc4[C@H]2C3=O)O1,C=C(C)[C@@H]1Cc2c(ccc3c2O[C@H]2COc4cc(OC)c(OC)cc4C2C3=O)O1,BIOFACQUIM,23,6,0,0.7931034482758621,0.20689655172413793,0.0,0.34782608695652173,0.13043478260869565,394.1416384239999,29,5,3,2,3,3,2,0,0
BIOFACQUIM83,O=C1c2cc3ccoc3cc2O[C@H]2COc3cc4c(cc3[C@@H]12)OCO4,O=C1c2cc3ccoc3cc2O[C@H]2COc3cc4c(cc3C12)OCO4,BIOFACQUIM,19,6,0,0.76,0.24,0.0,0.21052631578947367,0.10526315789473684,336.06338810399996,25,6,3,3,4,3,3,0,0
BIOFACQUIM84,COc1c2c(cc3ccoc13)C(=O)[C@@]1(O)c3cc4c(cc3OC[C@@H]1O2)OCO4,COc1c2c(cc3ccoc13)C(=O)[C@@]1(O)c3cc4c(cc3OC[C@@H]1O2)OCO4,BIOFACQUIM,20,8,0,0.7142857142857143,0.2857142857142857,0.0,0.25,0.1,382.0688674079999,28,6,3,3,4,3,3,0,0
BIOFACQUIM85,COc1cc2c(cc1-c1cc3cc4ccoc4cc3oc1=O)OCO2,COc1cc2c(cc1-c1cc3cc4ccoc4cc3oc1=O)OCO2,BIOFACQUIM,19,6,0,0.76,0.24,0.0,0.10526315789473684,0.0,336.0633881039999,25,5,1,4,3,1,4,0,0
BIOFACQUIM86,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1,BIOFACQUIM,16,5,0,0.7619047619047619,0.23809523809523808,0.0,0.0625,0.0,284.06847348400004,21,3,0,3,1,0,3,0,0
BIOFACQUIM87,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,BIOFACQUIM,16,6,0,0.7272727272727273,0.2727272727272727,0.0,0.0625,0.0,300.063388104,22,3,0,3,1,0,3,0,0
BIOFACQUIM88,CCC/C=C1\OC(=O)C2=C1CC[C@H]1[C@H]3C=C4C(=O)O/C(=C\CCC)[C@@]4(CC3)[C@@H]21,CCC=Cc1oc(O)c2c1CC[C@H]1C3=CC4C(=O)O/C(=C\CCC)[C@@]4(CC3)[C@@H]21,BIOFACQUIM,24,4,0,0.8571428571428571,0.14285714285714285,0.0,0.5416666666666666,0.16666666666666666,380.198759376,28,6,5,1,2,1,1,1,2
BIOFACQUIM89,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1OC,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1OC,BIOFACQUIM,18,7,0,0.72,0.28,0.0,0.16666666666666666,0.0,344.089602852,25,3,0,3,1,0,3,0,0
BIOFACQUIM90,COc1cc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)ccc1O,COc1cc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)ccc1O,BIOFACQUIM,17,7,0,0.7083333333333334,0.2916666666666667,0.0,0.11764705882352941,0.0,330.073952788,24,3,0,3,1,0,3,0,0
BIOFACQUIM91,C=C1C(=O)O[C@@H]2C1CC[C@]1(C)C(=O)C=C[C@](C)(O)[C@@H]21,C=C1C(=O)O[C@@H]2C1CC[C@]1(C)C(=O)C=C[C@](C)(O)[C@@H]21,BIOFACQUIM,15,4,0,0.7894736842105263,0.21052631578947367,0.0,0.6,0.3333333333333333,262.120509056,19,3,3,0,1,1,0,0,0
BIOFACQUIM92,C=CC(C)(O)CCCC(C)C(=O)/C=C/C(C)(C)O,C=CC(C)(O)CCCC(C)C(=O)/C=C/C(C)(C)O,BIOFACQUIM,15,3,0,0.8333333333333334,0.16666666666666666,0.0,0.6666666666666666,0.13333333333333333,254.188194692,18,0,0,0,0,0,0,0,0
BIOFACQUIM93,COC(=O)C1(O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C(O)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1,COC(=O)C1(O)C[C@@H](OC(=O)C=Cc2ccc(O)c(O)c2)C(O)[C@H](OC(=O)C=Cc2ccc(O)c(O)c2)C1,BIOFACQUIM,26,12,0,0.6842105263157895,0.3157894736842105,0.0,0.2692307692307692,0.07692307692307693,530.1424262719999,38,3,1,2,0,0,2,0,0
BIOFACQUIM94,O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12,O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12,BIOFACQUIM,30,10,0,0.75,0.25,0.0,0.0,0.0,538.0899967759999,40,6,0,6,2,0,6,0,0
BIOFACQUIM95,O=c1cc(-c2ccc(O)c(-c3c(O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)c2)oc2cc(O)cc(O)c12,O=c1cc(-c2ccc(O)c(-c3c(O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)c2)oc2cc(O)cc(O)c12,BIOFACQUIM,30,10,0,0.75,0.25,0.0,0.0,0.0,538.0899967759999,40,6,0,6,2,0,6,0,0
BIOFACQUIM96,O=C1CC(c2ccc(O)c(-c3c(O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)c2)Oc2cc(O)cc(O)c21,O=C1CC(c2ccc(O)c(-c3c(O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)c2)Oc2cc(O)cc(O)c21,BIOFACQUIM,30,10,0,0.75,0.25,0.0,0.06666666666666667,0.03333333333333333,540.1056468399998,40,6,1,5,2,1,5,0,0
